3.06829283649e-181	5.69611155366e-174	5.85168827157e-167	3.32663303306e-160	1.04652504373e-153	1.82186160776e-147	1.75510571267e-141	9.358764263e-136	2.82567597159e-130	1.4648766806e-124	8.73384745864e-118	4.12323712862e-111	1.08212705575e-104	1.57166579174e-98	1.26317459756e-92	5.61807568024e-87	1.38271541221e-81	1.88321124489e-76	1.41933950374e-71	5.91962994928e-67	1.36623008258e-62	1.74491447459e-58	1.2332339257e-54	4.82322806922e-51	1.04388137688e-47	1.25021733915e-44	8.28592317854e-42	3.03890626036e-39	6.16757901034e-37	6.92680810339e-35	4.30499456539e-33	1.48058408016e-31	2.81782851601e-30	2.96767993854e-29	1.72957969698e-28	5.57808480812e-28	9.95521545979e-28	9.83189499076e-28	5.37334611279e-28	1.62507502712e-28	2.71971272916e-29	2.51879990349e-30	1.29087835478e-31	3.66098530814e-33	5.74555081742e-35	4.98983726347e-37	2.39807460579e-39	6.37809011543e-42	9.42226175983e-45	9.20797473725e-48	4.06888297737e-50	4.91627784125e-52	3.57877124198e-54	1.44405704002e-56	3.22456231124e-59	3.98455820563e-62	2.72466493583e-65	1.03102866878e-68	2.15901096038e-72	2.50188883948e-76	1.60440516071e-80	
3.49744741203e-175	6.49281267293e-168	6.67014952434e-161	3.79192101754e-154	1.19289992873e-147	2.07668085531e-141	2.0005827821e-135	1.06650947578e-129	3.14653509871e-124	5.18051348857e-119	8.4369563495e-114	1.82405960821e-107	4.7271678911e-101	6.86475213248e-95	5.51731056772e-89	2.45387042456e-83	6.03944241444e-78	8.22551464116e-73	6.19940959914e-68	2.58558369117e-63	5.96743757661e-59	7.62146020383e-55	5.38653522771e-51	2.10669584778e-47	4.55947869497e-44	5.46071560254e-41	3.61913633458e-38	1.32733744053e-35	2.6938832055e-33	3.02550027915e-31	1.88034114197e-29	6.46691445897e-28	1.23077481497e-26	1.29622711477e-25	7.55448076213e-25	2.43640315888e-24	4.34825199471e-24	4.29438791938e-24	2.34697712446e-24	7.09802390193e-25	1.1879196736e-25	1.10016470752e-26	5.63831531703e-28	1.59904993863e-29	2.50954919195e-31	2.1794681371e-33	1.04744705712e-35	2.78764358854e-38	4.25645245212e-41	1.00885512819e-43	1.62233534648e-45	2.11832843122e-47	1.54440935041e-49	6.23201219925e-52	1.39161485311e-54	1.7196279806e-57	1.17591611841e-60	4.44986802152e-64	9.31859919585e-68	1.07992204721e-71	6.92597072774e-76	
2.20610712262e-169	4.09551269752e-162	4.2073725904e-155	2.39185411041e-148	7.52453066737e-142	1.30992117686e-135	1.2619202997e-129	6.72728316415e-124	1.98458020406e-118	3.23990794844e-113	2.93595126117e-108	1.89840079233e-103	1.18289915319e-97	1.65985995927e-91	1.33356500842e-85	5.93111987675e-80	1.45976149048e-74	1.98814537558e-69	1.49842630686e-64	6.24947675981e-60	1.44235758363e-55	1.84214259172e-51	1.30195076789e-47	5.09198243541e-44	1.10204733416e-40	1.31988051157e-37	8.74762185838e-35	3.20823669927e-32	6.51124175323e-30	7.31277573645e-28	4.54487252042e-26	1.56308348313e-24	2.97484031516e-23	3.13304158628e-22	1.82595334727e-21	5.88890043319e-21	1.05099285239e-20	1.03797365336e-20	5.6727535238e-21	1.71562558842e-21	2.8712574333e-22	2.65914957428e-23	1.36280719356e-24	3.86497852368e-26	6.06569808203e-28	5.26788859813e-30	2.53203667765e-32	6.7811634586e-35	1.36549530424e-37	1.6926563025e-39	3.84209003121e-41	5.05812121907e-43	3.68833400087e-45	1.48834412413e-47	3.3235554786e-50	4.10706284926e-53	2.80861570253e-56	1.06289735573e-59	2.22605788757e-63	2.58011830609e-67	1.65507772689e-71	
7.70057255536e-164	1.4295676017e-156	1.46861308683e-149	8.34893552664e-143	2.62649051888e-136	4.57237229197e-130	4.40482184649e-124	2.34820564959e-118	6.92731484535e-113	1.13087550102e-107	1.02162330377e-102	5.11295798433e-98	1.56563470359e-93	2.43558060988e-88	1.78551885323e-82	7.93318277448e-77	1.95248643868e-71	2.65921965515e-66	2.00420187136e-61	8.35891158578e-57	1.92920783292e-52	2.46393540522e-48	1.74140840523e-44	6.81071913855e-41	1.47403000022e-37	1.76539011569e-34	1.17002751607e-31	4.29113795381e-29	8.70903216714e-27	9.78111419195e-25	6.07893892993e-23	2.09068329059e-21	3.97896146061e-20	4.19056164553e-19	2.44228167833e-18	7.87662710824e-18	1.40574269944e-17	1.38832902822e-17	7.58752244004e-18	2.29471412715e-18	3.84041543758e-19	3.55671315205e-20	1.82280617709e-21	5.16955503091e-23	8.11310414667e-25	7.04616064709e-27	3.39076691947e-29	9.64227111037e-32	6.27593963601e-34	2.14108851764e-35	5.07326871065e-37	6.68464092968e-39	4.87455112464e-41	1.96707384979e-43	4.39277653588e-46	5.4286939702e-49	3.71276434804e-52	1.40526083337e-55	2.9436851636e-59	3.41292045942e-63	2.19027657288e-67	
1.48744341831e-158	2.76135430908e-151	2.83677461105e-144	1.61268128116e-137	5.07333190498e-131	8.83199923476e-125	8.50835862528e-119	4.53579657109e-113	1.33808088577e-107	2.18440007683e-102	1.97334507735e-97	9.86499263925e-93	2.73015740595e-88	4.34200614414e-84	1.67413101102e-79	5.88837199168e-74	1.44520016137e-68	1.96825534192e-63	1.48343511653e-58	6.18695308049e-54	1.42792733502e-49	1.82371264351e-45	1.288925237e-41	5.04103905404e-38	1.09102176242e-34	1.30667560029e-31	8.66010517072e-29	3.17613949003e-26	6.44609921278e-24	7.23961414804e-22	4.49940276931e-20	1.54744541701e-18	2.94507814954e-17	3.10169667606e-16	1.80768536642e-15	5.82998418516e-15	1.04047806168e-14	1.02758911488e-14	5.61599974492e-15	1.69846139562e-15	2.84253157585e-16	2.63254577681e-17	1.34917281928e-18	3.82631119778e-20	6.00504118382e-22	5.2164767759e-24	2.53949829865e-26	1.13215219611e-28	3.7185884158e-30	1.55875899389e-31	3.71001447821e-33	4.88894506835e-35	3.56525836725e-37	1.43881351127e-39	3.21339005354e-42	3.97172722774e-45	2.71687405074e-48	1.02862932646e-51	2.15568193614e-55	2.50092919005e-59	1.60653124955e-63	
1.58993331104e-153	2.95162098125e-146	3.03223799985e-139	1.72380049089e-132	5.42290168664e-126	9.44055396476e-120	9.09461343999e-114	4.84832837966e-108	1.43027921529e-102	2.33491269286e-97	2.10931520465e-92	1.05446785924e-87	2.91707036809e-83	4.46627583825e-79	3.83706327553e-75	4.17843339058e-71	5.96520749822e-66	8.06241198245e-61	6.07598980768e-56	2.53410691471e-51	5.8486309074e-47	7.46972333287e-43	5.27929383579e-39	2.06475330299e-35	4.46870330394e-32	5.35199734169e-29	3.54708237011e-26	1.30091126702e-23	2.64025025367e-21	2.96526510995e-19	1.8429051293e-17	6.33816362431e-16	1.20627112227e-14	1.27042032179e-13	7.40407739633e-13	2.38789641877e-12	4.26168195055e-12	4.2088902639e-12	2.3002507819e-12	6.95670821051e-13	1.16426919123e-13	1.07826135324e-14	5.52606129166e-16	1.56721558651e-17	2.45970123912e-19	2.14135666352e-21	1.16066838313e-23	2.15727504903e-25	1.46927313011e-26	6.3057554824e-28	1.50157985138e-29	1.97887688917e-31	1.44322696061e-33	5.82514896067e-36	1.30122630231e-38	1.6087807612e-41	1.10097054949e-44	4.17102846169e-48	8.74939995782e-52	1.01647560854e-55	6.54287599775e-60	
9.40455779427e-149	1.74590279596e-141	1.79358828331e-134	1.01963908134e-127	3.2076812462e-121	5.58414844143e-115	5.37952241684e-109	2.86781747494e-103	8.46019377797e-98	1.38111592681e-92	1.24767357374e-87	6.23724554018e-83	1.72546331922e-78	2.6414347809e-74	2.23778505633e-70	1.05443922232e-66	4.06287308597e-63	1.86631717261e-58	1.37747472509e-53	5.74374413989e-49	1.32563313178e-44	1.69306503484e-40	1.19658886969e-36	4.67990776395e-33	1.01286285663e-29	1.21306762781e-26	8.03971026466e-24	2.94860636878e-21	5.98431185186e-19	6.72098075455e-17	4.17707336372e-15	1.43658911307e-13	2.73409786263e-12	2.87949651012e-11	1.67818592482e-10	5.41233423981e-10	9.65940020017e-10	9.53974415299e-10	5.21367927872e-10	1.57678657249e-10	2.63889755494e-11	2.44395478313e-12	1.2525206315e-13	3.5522316861e-15	5.57740116832e-17	4.95982393984e-19	5.32984754321e-21	4.28194678058e-22	3.28269559948e-23	1.41234378999e-24	3.36365149207e-26	4.43342949759e-28	3.23400986444e-30	1.30568991923e-32	2.91791081293e-35	3.60985952278e-38	2.47270835839e-41	9.38067628416e-45	1.97170191725e-48	2.29740554943e-52	1.48516810872e-56	
3.07835618158e-144	5.71479360449e-137	5.87088061138e-130	3.33754373147e-123	1.04995744832e-116	1.82783694252e-110	1.76085753887e-104	9.38711224006e-99	2.76924143027e-93	4.52075167059e-88	4.08396024141e-83	2.04161282205e-78	5.64789080788e-74	8.64609955813e-70	7.32445472743e-66	3.43368045989e-62	8.92417325165e-59	1.50787978454e-55	1.82891183704e-51	7.20863947936e-47	1.66270926685e-42	2.12355645568e-38	1.50084243333e-34	5.86985582904e-31	1.2704008804e-27	1.52151120207e-24	1.00839466411e-21	3.69834089976e-19	7.50592738257e-17	8.42990718858e-15	5.23916703165e-13	1.80186692155e-11	3.42928987643e-10	3.61165866602e-09	2.10489393667e-08	6.78851453288e-08	1.21154710411e-07	1.19653903842e-07	6.53934812896e-08	1.97771205464e-08	3.3098832919e-09	3.06537302076e-10	1.57099818083e-11	4.45579482072e-13	7.02425898115e-15	7.53826505551e-17	4.01385335016e-18	5.23849579666e-19	4.06822154133e-20	1.75096698566e-21	4.17095045432e-23	5.49906004413e-25	4.01304116084e-27	1.6212232994e-29	3.62637784711e-32	4.49238609489e-35	3.08332901184e-38	1.17311793233e-41	2.47622546769e-45	2.90311425431e-49	1.89351818149e-53	
5.57596932146e-140	1.03514707316e-132	1.06341984111e-125	6.04544782858e-119	1.90183666026e-112	3.31084592712e-106	3.18952306666e-100	1.70033128223e-94	5.01605587324e-89	8.18864815356e-84	7.39746781711e-79	3.69806882718e-74	1.02302897068e-69	1.56610876253e-65	1.32671292731e-61	6.21946605286e-58	1.61344217453e-54	2.31775076712e-51	1.95984953077e-48	5.80914302595e-45	1.15601769498e-40	1.47394997556e-36	1.04170881727e-32	4.07416481493e-29	8.81763149166e-26	1.05605445557e-22	6.99909194021e-20	2.56695408453e-17	5.20973363687e-15	5.85105196121e-13	3.63641472389e-11	1.250644499e-09	2.38021048487e-08	2.50678950584e-07	1.46097030714e-06	4.71179002582e-06	8.40913811473e-06	8.30496986458e-06	4.53884816727e-06	1.3726956853e-06	2.29733275481e-07	2.1276230651e-08	1.09041860891e-09	3.09506476125e-11	5.07230374844e-13	1.42678313717e-14	2.57342288293e-15	3.58910400951e-16	2.79148401901e-17	1.20182746768e-18	2.86404940505e-20	3.77833755548e-22	2.75980713217e-24	1.11641516796e-26	2.5020991105e-29	3.10850910621e-32	2.14245566249e-35	8.20117491034e-39	1.74639449995e-42	2.07338567634e-46	1.37657561622e-50	
5.58911315767e-136	1.03758715751e-128	1.06592657892e-121	6.05969847219e-115	1.90631979412e-108	3.31865053017e-102	3.19704175558e-96	1.70433954335e-90	5.0278806523e-85	8.20795244828e-80	7.41490754534e-75	3.70678752636e-70	1.02544105055e-65	1.56980161627e-61	1.32984164296e-57	6.23413484964e-54	1.61723676742e-50	2.32163167483e-47	1.84476232481e-44	8.2996711636e-42	6.40489470247e-39	5.68773294548e-35	4.00128887058e-31	1.56484382567e-27	3.38675772872e-24	4.05619195454e-21	2.68827620421e-18	9.85939563176e-16	2.00100290114e-13	2.24732643767e-11	1.39670800523e-09	4.80359189294e-08	9.14213445608e-07	9.6283113733e-06	5.61143157365e-05	0.000180974856276	0.000322986102266	0.000318985145621	0.000174332402635	5.27238127186e-05	8.82381852617e-06	8.1720052953e-07	4.18878952106e-08	1.1977953963e-09	2.69560787189e-11	3.97843261415e-12	9.70256890453e-13	1.36303717056e-13	1.060700712e-14	4.56945154327e-16	1.089908245e-17	1.43972685549e-19	1.0536470726e-21	4.27433994538e-24	9.61923556839e-27	1.2022532335e-29	8.35842363898e-33	3.2395476364e-36	7.02058831442e-40	8.54045347904e-44	5.85983333132e-48	
